,Unnamed: 0,Unnamed: 0.1,team,opponent,week,home,away,points_for,points_against,over_under,yards_per_play_offense,yards_allowed_per_defensive_play,total_yards,total_yards_allowed,turnovers_lost,sacks,times_sacked,win?,loss?,covered_spread?,opponent_covered_spread?,game_id,total_wins,total_losses,spread,opponent_spread,favorite,underdog,rushing_attempts,rushing_yards,rushing_yards_per_attempt,time_of_possession,penalty_yards,passing_yards_per_attempt,FGA,FGM
105,109,105,BRONCOS,JAGUARS,4,1,0,24,26,37.0,6.87037037037037,5.98684210526316,371,455,1,5,0,0,1,0,1,211,0,4,-2.5,2.5,1,0,16.0,68.0,4.25,0.3466666666666667,48.0,7.973684210526316,1.0,1.0
106,110,106,LIONS,CHIEFS,4,1,0,30,34,54.5,6.1233,6.5373,447,438,2,0,4,0,1,1,0,210,2,1,7.5,-7.5,0,1,35.0,186.0,5.31,0.5652777777777778,48.0,7.6764705882352935,3.0,3.0
107,111,107,PACKERS,EAGLES,4,1,0,27,34,46.0,6.63513513513513,5.6,491,336,2,0,1,0,1,0,1,218,3,1,-3.5,3.5,1,0,20.0,77.0,3.85,0.5391666666666667,50.0,7.811320754716982,2.0,2.0
108,112,108,TEXANS,PANTHERS,4,1,0,10,16,47.5,4.25806451612903,4.569230769230769,264,297,2,3,6,0,1,0,1,206,2,2,-5.5,5.5,1,0,22.0,136.0,6.18,0.4894444444444445,81.0,3.7647058823529416,2.0,1.0
109,113,109,COLTS,RAIDERS,4,1,0,24,31,46.0,5.01449275362319,5.890625,346,377,2,1,0,0,1,0,1,215,2,2,-6.5,6.5,1,0,23.0,81.0,3.52,0.4386111111111111,35.0,5.7608695652173925,2.0,1.0
110,114,110,JAGUARS,BRONCOS,4,0,1,26,24,37.0,5.9868,6.8704,455,371,0,0,5,1,0,1,0,211,2,2,2.5,-2.5,0,1,38.0,269.0,7.08,0.6533333333333333,104.0,5.636363636363638,4.0,4.0
111,115,111,CHIEFS,LIONS,4,0,1,34,30,54.5,6.53731343283582,6.12328767123288,438,447,3,4,0,1,0,0,1,210,4,0,-7.5,7.5,1,0,25.0,123.0,4.92,0.43472222222222223,51.0,7.5,3.0,2.0
112,116,112,CHARGERS,DOLPHINS,4,0,1,30,10,43.5,6.0,4.95744680851064,390,233,0,5,1,1,0,1,0,212,2,2,-15.0,15.0,1,0,33.0,79.0,2.39,0.6266666666666667,89.0,10.03225806451613,3.0,3.0
113,117,113,RAMS,BUCCANEERS,4,1,0,40,55,48.5,6.395061728395059,6.35616438356164,518,464,4,2,2,0,1,0,1,216,3,1,-9.0,9.0,1,0,11.0,28.0,2.55,0.4566666666666666,106.0,7.205882352941178,2.0,2.0
114,118,114,DOLPHINS,CHARGERS,4,1,0,10,30,43.5,4.9574,6.0,233,390,1,1,5,0,1,0,1,212,0,4,15.0,-15.0,0,1,18.0,72.0,4.0,0.3733333333333333,53.0,6.708333333333332,3.0,1.0
115,119,115,VIKINGS,BEARS,4,0,1,6,16,38.0,3.8275862068965503,4.0149253731343295,222,269,2,1,6,0,1,0,1,207,2,2,1.0,-1.0,0,1,16.0,40.0,2.5,0.4091666666666667,55.0,5.0555555555555545,0.0,0.0
116,120,116,SAINTS,COWBOYS,4,1,0,12,10,47.0,4.2903,4.7593,266,257,1,1,5,1,0,1,0,213,3,1,2.5,-2.5,0,1,27.0,117.0,4.33,0.6011111111111109,80.0,4.966666666666667,4.0,4.0
117,121,117,PATRIOTS,BILLS,4,0,1,16,10,41.5,3.61290322580645,5.28169014084507,224,375,1,5,0,1,0,0,1,205,4,0,-7.0,7.0,1,0,23.0,74.0,3.22,0.4555555555555556,58.0,3.8461538461538463,1.0,1.0
118,122,118,GIANTS,REDSKINS,4,1,0,24,3,48.0,5.72058823529412,3.6666666666666696,389,176,4,3,0,1,0,1,0,217,2,2,-3.5,3.5,1,0,37.0,164.0,4.43,0.6025,45.0,7.258064516129032,1.0,1.0
119,123,119,RAIDERS,COLTS,4,0,1,31,24,46.0,5.8906,5.0145,377,346,1,0,1,1,0,1,0,215,2,2,6.5,-6.5,0,1,32.0,188.0,5.88,0.5613888888888889,80.0,6.096774193548387,1.0,1.0
120,124,120,EAGLES,PACKERS,4,0,1,34,27,46.0,5.6,6.6351,336,491,0,1,0,1,0,1,0,218,2,2,3.5,-3.5,0,1,33.0,176.0,5.33,0.4608333333333333,93.0,5.925925925925926,0.0,0.0
121,125,121,STEELERS,BENGALS,4,1,0,27,3,45.5,5.821428571428571,2.734375,326,175,1,8,0,1,0,1,0,204,1,3,-3.5,3.5,1,0,25.0,66.0,2.64,0.4961111111111111,37.0,8.387096774193548,2.0,2.0
122,126,122,SEAHAWKS,CARDINALS,4,0,1,27,10,49.0,5.76271186440678,5.4406779661017,340,321,0,4,4,1,0,1,0,209,3,1,-5.5,5.5,1,0,27.0,115.0,4.26,0.5566666666666666,65.0,8.035714285714286,2.0,2.0
123,127,123,BUCCANEERS,RAMS,4,0,1,55,40,48.5,6.3562,6.3951,464,518,1,2,2,1,0,1,0,216,2,2,9.0,-9.0,0,1,30.0,88.0,2.93,0.5433333333333333,99.0,9.170731707317072,2.0,2.0
124,128,124,TITANS,FALCONS,4,0,1,24,10,46.0,5.9836,5.6267,365,422,0,5,0,1,0,1,0,214,2,2,3.0,-3.0,0,1,34.0,138.0,4.06,0.4886111111111111,77.0,8.407407407407408,1.0,1.0
125,129,125,REDSKINS,GIANTS,4,0,1,3,24,48.0,3.6667,5.7206,176,389,4,0,3,0,1,0,1,217,0,4,3.5,-3.5,0,1,17.0,55.0,3.24,0.3975,58.0,4.321428571428571,1.0,1.0
126,130,126,CARDINALS,BENGALS,5,0,1,26,23,45.0,7.2394,5.9677,514,370,0,1,1,1,0,1,0,193,1,3,3.0,-3.0,0,1,38.0,266.0,7.0,0.5175000000000001,96.0,7.75,5.0,4.0
127,131,127,FALCONS,TEXANS,5,0,1,32,53,49.0,5.4853,8.8358,373,592,1,0,2,0,1,0,1,190,1,4,4.0,-4.0,0,1,20.0,57.0,2.85,0.4833333333333333,63.0,6.869565217391305,1.0,1.0
128,132,128,RAVENS,STEELERS,5,0,1,26,23,44.0,3.7945205479452095,5.27450980392157,277,269,3,1,5,1,0,0,1,199,3,2,-3.5,3.5,1,0,40.0,138.0,3.45,0.5738888888888889,92.0,4.964285714285714,4.0,4.0
129,133,129,BILLS,TITANS,5,0,1,14,7,39.5,4.9683,4.6667,313,252,1,5,4,1,0,1,0,191,4,1,3.0,-3.0,0,1,27.0,109.0,4.04,0.52,78.0,6.375,0.0,0.0
130,134,130,PANTHERS,JAGUARS,5,1,0,34,27,41.0,7.295081967213122,6.58441558441558,445,507,0,2,3,1,0,1,0,196,3,2,-3.0,3.0,1,0,27.0,285.0,10.56,0.46,70.0,5.161290322580644,2.0,0.0
131,135,131,BEARS,RAIDERS,5,0,1,21,24,39.5,4.627450980392161,5.6056338028169,236,398,2,0,4,0,1,0,1,200,3,2,-6.5,6.5,1,0,17.0,42.0,2.47,0.4213888888888889,75.0,6.466666666666668,0.0,0.0
132,136,132,BENGALS,CARDINALS,5,1,0,23,26,45.0,5.96774193548387,7.23943661971831,370,514,0,1,1,0,1,0,1,193,0,5,-3.0,3.0,1,0,23.0,108.0,4.7,0.4824999999999999,60.0,6.894736842105262,3.0,3.0
133,137,133,BROWNS,49ERS,5,0,1,3,31,47.5,3.913,6.2817,180,446,4,2,4,0,1,0,1,189,2,3,5.0,-5.0,0,1,18.0,102.0,5.67,0.3713888888888889,55.0,3.25,1.0,1.0
134,138,134,COWBOYS,PACKERS,5,1,0,24,34,46.5,8.27941176470588,5.1538461538461515,563,335,3,2,3,0,1,0,1,195,3,2,-4.0,4.0,1,0,21.0,122.0,5.81,0.3880555555555556,124.0,10.022727272727273,3.0,1.0
135,139,135,BRONCOS,CHARGERS,5,0,1,20,13,46.0,6.3636,3.8438,350,246,2,0,3,1,0,1,0,194,1,4,4.0,-4.0,0,1,32.0,191.0,5.97,0.4933333333333334,122.0,7.95,3.0,2.0
136,140,136,PACKERS,COWBOYS,5,0,1,34,24,46.5,5.1538,8.2794,335,563,0,3,2,1,0,1,0,195,4,1,4.0,-4.0,0,1,29.0,120.0,4.14,0.6119444444444444,78.0,6.3235294117647065,2.0,2.0
137,141,137,TEXANS,FALCONS,5,1,0,53,32,49.0,8.83582089552239,5.48529411764706,592,373,1,2,0,1,0,1,0,190,3,2,-4.0,4.0,1,0,34.0,166.0,4.88,0.5166666666666666,89.0,12.909090909090908,2.0,2.0
138,142,138,COLTS,CHIEFS,5,0,1,19,13,55.5,4.473,5.6842,331,324,1,4,0,1,0,1,0,192,3,2,10.5,-10.5,0,1,45.0,180.0,4.0,0.6208333333333333,50.0,5.206896551724138,4.0,4.0
139,143,139,JAGUARS,PANTHERS,5,0,1,27,34,41.0,6.5844,7.2951,507,445,3,3,2,0,1,0,1,196,2,3,3.0,-3.0,0,1,31.0,149.0,4.81,0.54,84.0,8.136363636363637,2.0,2.0
140,144,140,CHIEFS,COLTS,5,1,0,13,19,55.5,5.68421052631579,4.47297297297297,324,331,1,0,4,0,1,0,1,192,4,1,-10.5,10.5,1,0,14.0,36.0,2.57,0.37916666666666665,125.0,7.384615384615384,2.0,2.0
141,145,141,CHARGERS,BRONCOS,5,1,0,13,20,46.0,3.84375,6.36363636363636,246,350,3,3,0,0,1,0,1,194,2,3,-4.0,4.0,1,0,16.0,35.0,2.19,0.5066666666666666,43.0,4.395833333333333,3.0,2.0
142,146,142,RAMS,SEAHAWKS,5,0,1,29,30,49.0,7.1194,6.403,477,429,2,1,0,0,1,1,0,203,3,2,1.5,-1.5,0,1,18.0,82.0,4.56,0.4116666666666667,45.0,8.061224489795919,4.0,3.0
143,147,143,VIKINGS,GIANTS,5,0,1,28,10,44.0,7.65625,3.40322580645161,490,211,1,4,3,1,0,1,0,197,3,2,-5.5,5.5,1,0,34.0,211.0,6.21,0.5444444444444445,112.0,10.333333333333334,4.0,4.0
144,148,144,SAINTS,BUCCANEERS,5,1,0,31,24,46.0,6.82089552238806,4.5818181818181785,457,252,1,6,0,1,0,1,0,201,4,1,-3.0,3.0,1,0,31.0,112.0,3.61,0.5575,40.0,9.583333333333334,1.0,1.0
145,149,145,PATRIOTS,REDSKINS,5,0,1,33,7,42.0,5.97297297297297,4.20754716981132,442,223,1,6,4,1,0,1,0,202,5,0,-16.5,16.5,1,0,27.0,130.0,4.81,0.5313888888888889,55.0,7.2558139534883725,2.0,2.0
146,150,146,GIANTS,VIKINGS,5,1,0,10,28,44.0,3.4032,7.6563,211,490,1,3,4,0,1,0,1,197,2,3,5.5,-5.5,0,1,20.0,64.0,3.2,0.4555555555555556,45.0,3.8684210526315783,1.0,1.0
147,151,147,JETS,EAGLES,5,0,1,6,31,43.0,2.3273,4.4915,128,265,3,1,10,0,1,0,1,198,0,4,14.0,-14.0,0,1,19.0,67.0,3.53,0.4855555555555556,52.0,2.3461538461538463,1.0,0.0
148,152,148,RAIDERS,BEARS,5,1,0,24,21,39.5,5.6056,4.6275,398,236,2,4,0,1,0,1,0,200,3,2,6.5,-6.5,0,1,39.0,169.0,4.33,0.5786111111111111,69.0,7.15625,1.0,1.0
149,153,149,EAGLES,JETS,5,1,0,31,6,43.0,4.49152542372881,2.32727272727273,265,128,1,10,1,1,0,1,0,198,3,2,-14.0,14.0,1,0,29.0,84.0,2.9,0.5144444444444445,76.0,6.241379310344827,1.0,1.0
150,154,150,STEELERS,RAVENS,5,1,0,23,26,44.0,5.2745,3.7945,269,277,2,5,1,0,1,1,0,199,1,4,3.5,-3.5,0,1,19.0,77.0,4.05,0.4261111111111111,76.0,6.193548387096773,3.0,3.0
151,155,151,SEAHAWKS,RAMS,5,1,0,30,29,49.0,6.40298507462687,7.11940298507463,429,477,1,0,1,1,0,0,1,203,4,1,-1.5,1.5,1,0,43.0,167.0,3.88,0.5883333333333334,45.0,11.391304347826088,2.0,1.0
152,156,152,49ERS,BROWNS,5,1,0,31,3,47.5,6.28169014084507,3.91304347826087,446,180,0,4,2,1,0,1,0,189,4,0,-5.0,5.0,1,0,40.0,275.0,6.88,0.6286111111111111,34.0,5.896551724137932,4.0,1.0
153,157,153,BUCCANEERS,SAINTS,5,0,1,24,31,46.0,4.5818,6.8209,252,457,0,0,6,0,1,0,1,201,2,3,3.0,-3.0,0,1,22.0,94.0,4.27,0.4425,30.0,5.851851851851853,1.0,1.0
154,158,154,TITANS,BILLS,5,1,0,7,14,39.5,4.66666666666667,4.968253968253969,252,313,0,4,5,0,1,0,1,191,2,3,-3.0,3.0,1,0,27.0,102.0,3.78,0.48,60.0,6.8181818181818175,4.0,0.0
155,159,155,REDSKINS,PATRIOTS,5,1,0,7,33,42.0,4.2075,5.973,223,442,2,4,6,0,1,0,1,202,0,5,16.5,-16.5,0,1,20.0,145.0,7.25,0.4686111111111112,72.0,2.888888888888889,0.0,0.0
156,160,156,CARDINALS,FALCONS,6,1,0,34,33,52.5,6.697,7.0476,442,444,0,2,0,1,0,1,0,177,2,3,3.0,-3.0,0,1,29.0,102.0,3.52,0.4536111111111111,57.0,9.18918918918919,2.0,2.0
157,161,157,FALCONS,CARDINALS,6,0,1,33,34,52.5,7.047619047619048,6.6969696969697,444,442,0,0,2,0,1,0,1,177,1,5,-3.0,3.0,1,0,25.0,103.0,4.12,0.5463888888888888,72.0,9.472222222222221,2.0,2.0
158,162,158,RAVENS,BENGALS,6,1,0,23,17,47.0,6.4545454545454515,4.5454545454545485,497,250,1,2,1,1,0,0,1,176,4,2,-10.5,10.5,1,0,43.0,269.0,6.26,0.6616666666666666,81.0,6.909090909090909,3.0,3.0
159,163,159,PANTHERS,BUCCANEERS,6,0,1,37,26,48.5,4.25396825396825,5.4266666666666685,268,407,1,7,2,1,0,1,0,187,4,2,,,0,1,29.0,59.0,2.03,0.5194444444444444,30.0,6.53125,5.0,3.0
160,164,160,BENGALS,RAVENS,6,0,1,17,23,47.0,4.5455,6.4545,250,497,1,1,2,0,1,1,0,176,0,6,10.5,-10.5,0,1,14.0,33.0,2.36,0.3383333333333333,20.0,5.564102564102564,1.0,1.0
161,165,161,BROWNS,SEAHAWKS,6,1,0,28,32,45.5,6.655737704918032,6.13513513513513,406,454,4,3,0,0,1,0,1,185,2,4,-1.0,1.0,1,0,24.0,157.0,6.54,0.4386111111111111,83.0,6.72972972972973,0.0,0.0
162,166,162,COWBOYS,JETS,6,0,1,22,24,43.5,5.32,7.074074074074072,399,382,0,2,1,0,1,0,1,181,3,3,-7.5,7.5,1,0,34.0,129.0,3.79,0.5341666666666667,68.0,6.75,4.0,3.0
163,167,163,BRONCOS,TITANS,6,1,0,16,0,41.0,4.576271186440679,3.29032258064516,270,204,1,7,1,1,0,1,0,182,2,4,-1.5,1.5,1,0,30.0,103.0,3.43,0.4961111111111111,51.0,5.9642857142857135,3.0,3.0
164,168,164,LIONS,PACKERS,6,0,1,22,23,47.0,5.4364,6.4783,299,447,0,1,3,0,1,1,0,175,2,2,3.5,-3.5,0,1,20.0,56.0,2.8,0.4488888888888889,50.0,7.59375,5.0,5.0
165,169,165,PACKERS,LIONS,6,1,0,23,22,47.0,6.47826086956522,5.43636363636364,447,299,3,3,1,1,0,0,1,175,5,1,-3.5,3.5,1,0,29.0,170.0,5.86,0.5511111111111111,48.0,7.102564102564102,3.0,3.0
166,170,166,TEXANS,CHIEFS,6,0,1,31,24,54.5,5.6867,6.5745,472,309,3,1,0,1,0,1,0,178,4,2,3.5,-3.5,0,1,41.0,192.0,4.68,0.6633333333333333,70.0,6.666666666666668,2.0,1.0
167,172,167,JAGUARS,SAINTS,6,1,0,6,13,42.5,4.10909090909091,5.01538461538462,226,326,1,3,2,0,1,0,1,180,2,4,-2.5,2.5,1,0,24.0,75.0,3.13,0.4475,15.0,5.206896551724138,2.0,2.0
168,173,168,CHIEFS,TEXANS,6,1,0,24,31,54.5,6.57446808510638,5.6867469879518096,309,472,2,0,1,0,1,0,1,178,4,2,-10.0,10.0,1,0,11.0,53.0,4.82,0.3366666666666667,79.0,7.314285714285713,2.0,1.0
169,175,169,CHARGERS,STEELERS,6,1,0,17,24,42.5,5.89830508474576,4.57142857142857,348,256,3,0,1,0,1,0,1,184,2,4,-6.0,6.0,1,0,14.0,32.0,2.29,0.4319444444444445,74.0,7.1818181818181825,2.0,1.0
170,176,170,RAMS,49ERS,6,1,0,7,20,49.5,3.14,4.35526315789474,157,331,1,2,4,0,1,0,1,186,3,3,-3.0,3.0,1,0,22.0,109.0,4.95,0.3522222222222222,59.0,2.0,0.0,0.0
171,177,171,DOLPHINS,REDSKINS,6,1,0,16,17,42.0,3.9275,5.3621,271,311,2,0,5,0,1,1,0,179,0,5,5.5,-5.5,0,1,21.0,84.0,4.0,0.5441666666666667,45.0,4.348837209302325,1.0,1.0
172,178,172,VIKINGS,EAGLES,6,1,0,38,20,44.0,6.876923076923079,6.1538461538461515,447,400,2,2,1,1,0,1,0,183,4,2,-3.5,3.5,1,0,35.0,122.0,3.49,0.5344444444444445,30.0,11.20689655172414,1.0,1.0
173,179,173,SAINTS,JAGUARS,6,0,1,13,6,42.5,5.0154,4.1091,326,226,0,2,3,1,0,1,0,180,5,1,2.5,-2.5,0,1,26.0,104.0,4.0,0.5525,35.0,6.166666666666668,2.0,2.0
174,180,174,PATRIOTS,GIANTS,6,1,0,35,14,43.0,5.4743589743589816,4.4375,427,213,2,1,3,1,0,1,0,188,6,0,-16.5,16.5,1,0,34.0,114.0,3.35,0.66,20.0,7.634146341463414,1.0,0.0
175,181,175,GIANTS,PATRIOTS,6,0,1,14,35,43.0,4.4375,5.4744,213,427,4,3,1,0,1,0,1,188,2,4,16.5,-16.5,0,1,16.0,52.0,3.25,0.34,40.0,5.193548387096773,0.0,0.0
176,182,176,JETS,COWBOYS,6,1,0,24,22,43.5,7.0741,5.32,382,399,1,1,2,1,0,1,0,181,1,4,7.5,-7.5,0,1,20.0,56.0,2.8,0.4658333333333333,105.0,10.1875,1.0,1.0
177,183,177,EAGLES,VIKINGS,6,0,1,20,38,44.0,6.1538,6.8769,400,447,3,1,2,0,1,0,1,183,3,3,3.5,-3.5,0,1,22.0,108.0,4.91,0.4655555555555556,49.0,7.121951219512195,2.0,2.0
178,184,178,STEELERS,CHARGERS,6,0,1,24,17,42.5,4.5714,5.8983,256,348,1,1,0,1,0,1,0,184,2,4,6.0,-6.0,0,1,36.0,124.0,3.44,0.5680555555555555,45.0,6.6,1.0,1.0
179,185,179,SEAHAWKS,BROWNS,6,0,1,32,28,45.5,6.1351,6.6557,454,406,1,0,3,1,0,1,0,185,5,1,1.0,-1.0,0,1,38.0,170.0,4.47,0.5613888888888889,65.0,8.606060606060606,2.0,2.0
180,186,180,49ERS,RAMS,6,0,1,20,7,49.5,4.3553,3.14,331,157,2,4,2,1,0,1,0,186,5,0,3.0,-3.0,0,1,41.0,99.0,2.41,0.6477777777777778,30.0,7.03030303030303,3.0,2.0
181,187,181,BUCCANEERS,PANTHERS,6,1,0,26,37,48.5,5.4267,4.254,407,268,7,2,7,0,1,0,1,187,2,4,,,0,1,14.0,42.0,3.0,0.4805555555555556,70.0,6.75925925925926,1.0,1.0
182,188,182,TITANS,BRONCOS,6,0,1,0,16,41.0,3.2903,4.5763,204,270,3,1,7,0,1,0,1,182,2,4,1.5,-1.5,0,1,21.0,39.0,1.86,0.5038888888888889,40.0,4.852941176470588,0.0,0.0
183,189,183,REDSKINS,DOLPHINS,6,0,1,17,16,42.0,5.36206896551724,3.92753623188406,311,271,0,5,0,1,0,0,1,179,1,5,-5.5,5.5,1,0,33.0,145.0,4.39,0.4558333333333333,56.0,6.64,2.0,1.0
184,190,184,CARDINALS,GIANTS,7,0,1,27,21,49.5,4.0164,4.0462,245,263,0,8,2,1,0,1,0,164,3,3,3.5,-3.5,0,1,38.0,156.0,4.11,0.4997222222222222,85.0,4.238095238095238,2.0,2.0
185,191,185,FALCONS,RAMS,7,1,0,10,37,54.5,4.2264,5.1486,224,381,3,0,5,0,1,0,1,162,1,6,3.0,-3.0,0,1,15.0,38.0,2.53,0.3808333333333333,48.0,5.636363636363638,2.0,1.0
186,192,186,RAVENS,SEAHAWKS,7,0,1,30,16,49.0,6.0714,5.1029,340,347,0,1,1,1,0,1,0,171,5,2,3.0,-3.0,0,1,35.0,199.0,5.69,0.4983333333333334,75.0,7.05,3.0,3.0
187,193,187,BILLS,DOLPHINS,7,1,0,31,21,42.5,5.980392156862751,5.77272727272727,305,381,0,1,2,1,0,0,1,167,5,1,-17.0,17.0,1,0,23.0,117.0,5.09,0.4413888888888888,83.0,7.230769230769232,3.0,3.0
188,194,188,BEARS,SAINTS,7,1,0,25,36,37.0,4.0,5.72972972972973,252,424,2,1,2,0,1,0,1,168,3,3,-4.0,4.0,1,0,7.0,17.0,2.43,0.3761111111111111,10.0,4.351851851851852,1.0,1.0
189,195,189,BENGALS,JAGUARS,7,1,0,17,27,44.5,4.4769,5.8974,291,460,4,2,2,0,1,0,1,163,0,7,4.0,-4.0,0,1,20.0,33.0,1.65,0.3619444444444444,50.0,6.0,1.0,1.0
190,196,190,COWBOYS,EAGLES,7,1,0,37,10,50.0,6.09090909090909,4.96491228070175,402,283,1,3,3,1,0,1,0,169,4,3,-3.0,3.0,1,0,36.0,189.0,5.25,0.5394444444444444,65.0,7.888888888888888,3.0,3.0
191,197,191,BRONCOS,CHIEFS,7,1,0,6,30,49.5,3.2031,4.6724,205,271,1,1,9,0,1,0,1,174,2,5,3.0,-3.0,0,1,21.0,71.0,3.38,0.4630555555555556,33.0,3.941176470588236,1.0,0.0
192,198,192,LIONS,VIKINGS,7,1,0,30,42,43.5,6.4627,7.0986,433,504,1,0,2,0,1,0,1,165,2,3,2.5,-2.5,0,1,20.0,81.0,4.05,0.4638888888888889,67.0,7.822222222222222,1.0,1.0
193,199,193,PACKERS,RAIDERS,7,1,0,42,24,48.0,8.74545454545455,7.80645161290323,481,484,0,0,1,1,0,1,0,170,6,1,-5.0,5.0,1,0,23.0,60.0,2.61,0.5066666666666666,20.0,13.580645161290322,0.0,0.0
194,200,194,TEXANS,COLTS,7,0,1,23,30,46.5,6.4098,5.7164,391,383,2,1,3,0,1,0,1,166,4,3,1.0,-1.0,0,1,24.0,100.0,4.17,0.4522222222222223,54.0,8.558823529411764,3.0,3.0
195,201,195,COLTS,TEXANS,7,1,0,30,23,46.5,5.71641791044776,6.40983606557377,383,391,1,3,1,1,0,1,0,166,4,2,-1.0,1.0,1,0,26.0,62.0,2.38,0.5477777777777777,45.0,8.025,0.0,0.0
196,202,196,JAGUARS,BENGALS,7,0,1,27,17,44.5,5.8974358974359,4.47692307692308,460,291,0,2,2,1,0,1,0,163,3,4,-4.0,4.0,1,0,44.0,216.0,4.91,0.6380555555555556,130.0,7.625,4.0,4.0
197,203,197,CHIEFS,BRONCOS,7,0,1,30,6,49.5,4.67241379310345,3.203125,271,205,0,9,1,1,0,1,0,174,5,2,-3.0,3.0,1,0,27.0,80.0,2.96,0.5369444444444444,46.0,6.366666666666666,3.0,3.0
198,204,198,CHARGERS,TITANS,7,0,1,20,23,42.5,6.0833,6.6066,365,403,1,2,1,0,1,0,1,172,2,5,2.5,-2.5,0,1,21.0,39.0,1.86,0.4625,29.0,8.578947368421053,2.0,2.0
199,205,199,RAMS,FALCONS,7,0,1,37,10,54.5,5.148648648648651,4.22641509433962,381,224,0,5,0,1,0,1,0,162,4,3,-3.0,3.0,1,0,36.0,90.0,2.5,0.6191666666666666,24.0,7.657894736842105,4.0,3.0
200,206,200,DOLPHINS,BILLS,7,0,1,21,31,42.5,5.7727,5.9804,381,305,2,2,1,0,1,1,0,167,0,6,17.0,-17.0,0,1,30.0,109.0,3.63,0.5586111111111112,55.0,7.7714285714285705,0.0,0.0
201,207,201,VIKINGS,LIONS,7,0,1,42,30,43.5,7.09859154929578,6.46268656716418,504,433,0,2,0,1,0,1,0,165,5,2,-2.5,2.5,1,0,37.0,166.0,4.49,0.5361111111111111,60.0,9.941176470588236,1.0,0.0
202,208,202,SAINTS,BEARS,7,0,1,36,25,37.0,5.7297,4.0,424,252,0,2,1,1,0,1,0,168,6,1,4.0,-4.0,0,1,35.0,151.0,4.31,0.6238888888888889,35.0,7.184210526315789,4.0,2.0
203,209,203,PATRIOTS,JETS,7,0,1,33,0,43.0,4.08860759493671,2.9056603773584904,323,154,1,1,0,1,0,1,0,161,7,0,-10.0,10.0,1,0,34.0,74.0,2.18,0.6408333333333334,92.0,5.533333333333332,1.0,1.0
204,210,204,GIANTS,CARDINALS,7,1,0,21,27,49.5,4.0461538461538495,4.01639344262295,263,245,3,2,8,0,1,0,1,164,2,5,-3.5,3.5,1,0,22.0,107.0,4.86,0.5002777777777778,75.0,4.457142857142856,1.0,0.0
205,211,205,JETS,PATRIOTS,7,1,0,0,33,43.0,2.9057,4.0886,154,323,6,0,1,0,1,0,1,161,1,5,10.0,-10.0,0,1,20.0,81.0,4.05,0.35916666666666663,60.0,2.28125,0.0,0.0
206,212,206,RAIDERS,PACKERS,7,0,1,24,42,48.0,7.8065,8.7455,484,481,2,1,0,0,1,0,1,170,3,3,5.0,-5.0,0,1,31.0,155.0,5.0,0.4933333333333334,97.0,10.612903225806454,1.0,1.0
207,213,207,EAGLES,COWBOYS,7,0,1,10,37,50.0,4.9649,6.0909,283,402,4,3,3,0,1,0,1,169,3,4,3.0,-3.0,0,1,28.0,115.0,4.11,0.4605555555555556,40.0,6.461538461538463,1.0,1.0
208,214,208,SEAHAWKS,RAVENS,7,1,0,16,30,49.0,5.10294117647059,6.071428571428571,347,340,2,1,1,0,1,0,1,171,5,2,-3.0,3.0,1,0,26.0,106.0,4.08,0.5016666666666667,18.0,5.878048780487805,4.0,3.0
209,215,209,49ERS,REDSKINS,7,0,1,9,0,39.0,4.56451612903226,3.75609756097561,283,154,1,3,2,1,0,0,1,173,6,0,-10.0,10.0,1,0,39.0,137.0,3.51,0.5566666666666666,20.0,6.9523809523809526,4.0,3.0
210,216,210,TITANS,CHARGERS,7,1,0,23,20,42.5,6.60655737704918,6.08333333333333,403,365,1,1,2,1,0,1,0,172,3,4,-2.5,2.5,1,0,29.0,97.0,3.34,0.5375,54.0,10.2,1.0,1.0
